vin,marque,modele,annee,couleur
1N6AA0CA3BN324309,GMC,Savana,2009,Red
2C3CCAAG9FH761446,Toyota,RAV4,1998,Purple
WAUEL94F75N492727,Pontiac,Firefly,1994,Green
KNAGM4AD9D5493758,Lexus,RX,2003,Aquamarine
WVGEP9BP3FD320491,Porsche,911,1992,Yellow
WBA3K5C58EF267187,Ford,Flex,2009,Yellow
WAUHF78P08A411025,GMC,Envoy,2000,Crimson
5FRYD3H90GB743683,Mercury,Sable,2009,Yellow
5GAKVCKD9FJ467515,Chevrolet,Express 3500,1996,Orange
4T3BA3BB4EU092349,Ford,Escort,2001,Khaki
3GYFNBEY0BS052269,Aston Martin,Rapide,2010,Maroon
WBAWB73557P702754,Saturn,Ion,2004,Yellow
WAULD64B34N796703,BMW,525,2003,Blue
19XFA1E52AE893489,Hillman,Minx Magnificent,1950,Puce
5TDBK3EH6BS488549,Honda,Accord,1988,Blue
1GYS3GKJ8FR131528,Suzuki,XL-7,2005,Yellow
KNAFX6A82E5859370,BMW,M3,2006,Yellow
1C3BC5ED4AN466385,Audi,TT,2010,Pink
WBAFV3C59FD256964,Foose,Hemisfear,2007,Indigo
1GYFK43559R819950,Lincoln,Zephyr,2006,Maroon
3N1AB7AP6FY968110,GMC,Yukon,2006,Purple
JTDKN3DUXA0705513,GMC,Sierra 1500,1999,Puce
TRURD38J191844667,Audi,A4,2001,Yellow
WA1CGAFE6CD413274,Lexus,SC,2002,Indigo
1B3CB3HA3BD188824,Ford,Freestyle,2006,Blue
19UUA66225A032476,Land Rover,Range Rover,1999,Turquoise
WBALL5C58DE723643,Mercedes-Benz,G-Class,2007,Violet
3VW507AT1FM028254,Hyundai,Sonata,2013,Teal
WBA3C1C51FP993023,Suzuki,Vitara,2003,Violet
WBANW1C57AC118416,Audi,A5,2008,Violet
1FTWX3A55AE184600,Nissan,Murano,2007,Indigo
19XFA1E65AE772559,Lotus,Esprit,1989,Indigo
1D4RE2GG1BC949987,Audi,R8,2009,Purple
WBANE53566C275016,Ford,F250,2004,Red
1G6AA5RA3F0177535,Lexus,IS,2005,Khaki
WBAUL7C51BV455712,Buick,Riviera,1986,Green
5UMDU93537L284391,BMW,7 Series,1992,Blue
JN8AZ1MU8DW568484,Audi,V8,1994,Yellow
WVGAV3AX6DW698633,Pontiac,Bonneville,1985,Maroon
1N6AA0CJ2EN293588,Audi,Q5,2009,Khaki
5BZBF0AA6FN079247,Ford,Econoline E250,1996,Yellow
WAUHF78P46A254337,Audi,80,1992,Khaki
4A4AP3AU9FE114425,Infiniti,QX56,2011,Mauv
1GYUKHEF2AR317292,Mazda,Familia,1990,Khaki
WAURVAFAXAN784445,Pontiac,GTO,1972,Violet
JA4AP3AU7CZ918857,Mazda,MX-5,2009,Orange
WDDNG7BBXAA890100,Ford,Bronco II,1988,Mauv
WAUBH78E48A305692,Chevrolet,Express 1500,2012,Aquamarine
1G6AM5S34E0849006,Cadillac,Seville,2001,Pink
3FADP0L33AR360454,Chrysler,Aspen,2009,Yellow
3D73M4CL6AG038639,Ford,LTD,1986,Fuscia
WAUEKAFB9AN970204,Ford,F150,1995,Puce
JM1BL1K32B1659577,Chevrolet,2500,1997,Violet
1N6AD0CU9AC552049,Holden,VS Commodore,1996,Purple
1FAHP2DW7BG386179,Honda,Accord,2005,Indigo
1C4RDJEG6EC690186,Jeep,Liberty,2002,Aquamarine
WVGAV7AX5CW427309,Audi,A8,2008,Puce
WBA3D3C56FK721749,Toyota,Sienna,2011,Khaki
WBAVA33508K798248,Chevrolet,Corvette,2007,Crimson
1C3CDFAA1FD520712,Nissan,Armada,2006,Maroon
5UMDU93597L368120,Lotus,Esprit,1988,Purple
1FTDS3EL5AD040033,MINI,Clubman,2012,Green
WAUHGAFC3EN645030,Saab,9-7X,2009,Indigo
1G6DA67V680174480,Dodge,Ram Van B250,1993,Maroon
1C3BC5EDXAN137478,Chevrolet,S10,2004,Puce
JTEBU5JRXA5708781,Mitsubishi,Eclipse,1991,Red
WAUNF78P88A758816,Mazda,626,1998,Yellow
1GKKRNED4CJ612776,Pontiac,Bonneville,1989,Crimson
WBAVM1C59EV388795,Mercedes-Benz,C-Class,2007,Pink
4T1BF1FK8EU943092,Mitsubishi,Galant,1984,Yellow
SCBLF44J27C722541,Pontiac,Montana,2000,Red
WAUEH64B41N146593,Toyota,Corolla,2004,Pink
WVGAV3AX9DW921313,Subaru,Justy,1990,Khaki
WVGAV7AX0BW906123,Mazda,Miata MX-5,1994,Goldenrod
WBAWC7C54AE692377,Chevrolet,Suburban 1500,1999,Maroon
1G6DT57V480110328,Ford,Taurus,1987,Aquamarine
5XYKT3A60EG009562,Lexus,SC,2003,Aquamarine
2G4WF521X41407390,Dodge,Ram 1500,2001,Orange
WAUDF98E45A792513,Chevrolet,Suburban 2500,1994,Pink
WAUHF98P78A811367,Honda,Element,2009,Puce
WVWGU7AN8AE526886,Ford,Taurus,2004,Aquamarine
WA1AGBFE7CD777006,Chrysler,Cirrus,2000,Pink
YV1612FH0E2828913,Mercedes-Benz,M-Class,2002,Purple
1G6DA5E52C0218299,BMW,330,2006,Maroon
WAUDF78E88A873801,Volkswagen,New Beetle,2006,Violet
WAUFEAFM2BA828637,MINI,Cooper Clubman,2008,Khaki
KNDMG4C72C6821325,Audi,5000S,1984,Teal
1G4GD5ED5BF481578,GMC,Savana 3500,2011,Pink
KMHGN4JE9FU521880,Nissan,Pathfinder,2003,Indigo
3C4PDCAB0DT491392,Mazda,929,1992,Turquoise
KM8JT3AB7CU578733,Land Rover,LR4,2010,Teal
SALME1D41CA309683,Mitsubishi,Eclipse,2005,Puce
WBALL5C53DJ527715,Mercedes-Benz,CL-Class,2002,Violet
5UXFA93524L511540,Cadillac,Fleetwood,1995,Pink
1FTSW2A51AE500893,BMW,Z4,2005,Goldenrod
3TMJU4GN3BM948782,Chrysler,300,2005,Crimson
SALAG2D44AA594864,Subaru,Tribeca,2011,Khaki
WAUAH74F48N946439,Pontiac,Aztek,2005,Crimson
1G4HE57Y76U013340,Audi,A8,2008,Violet
WA1BY74LX8D323825,Plymouth,Voyager,1999,Purple
19UUA8F55DA836467,Chevrolet,Camaro,1997,Pink
2C4RDGEG0ER234713,Dodge,Ram 2500,2004,Goldenrod
WAUSH78E48A439988,Austin,Mini Cooper S,1963,Purple
WBAWB33537P464511,Ford,Mustang,1974,Purple
19VDE1F3XDE655914,Cadillac,Fleetwood,1995,Maroon
3N1BC1AP8BL038568,Mercedes-Benz,Sprinter 3500,2012,Orange
1G6DH8EYXB0087998,Lincoln,MKT,2010,Mauv
WAUDFAFL0AA683592,Mercedes-Benz,400E,1992,Khaki
WAUGL78E47A085070,Lexus,GS,2004,Indigo
1G6DK1E39C0153522,Chrysler,Fifth Ave,1992,Khaki
WBALW3C53EC214455,Ford,Escort,1993,Crimson
2G4GR5EC7B9011764,Lincoln,Continental,1985,Orange
